"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1.925236191E0;-3.974374831E-1;4.548983276E-2;9.890447617E0
1.930181191E0;-3.639186621E-1;1.436521020E-2;9.892841339E0
1.935126191E0;-3.543418646E-1;0.000000000E0;9.835380554E0
1.940071191E0;-3.375824392E-1;-1.436521020E-2;9.813833237E0
1.945016191E0;-3.303998411E-1;-3.351882473E-2;9.782708168E0
1.949960191E0;-3.232172430E-1;-2.873042040E-2;9.742006302E0
1.954905191E0;-3.040636182E-1;0.000000000E0;9.749189377E0
1.959850191E0;-2.873041928E-1;1.436521020E-2;9.773131371E0
1.964795191E0;-2.944868207E-1;2.633621916E-2;9.813833237E0
1.969740191E0;-3.064578176E-1;5.027823523E-2;9.852140427E0
1.974668230E0;-3.495534360E-1;7.182604820E-2;9.907206535E0
1.979612230E0;-3.615244627E-1;1.436521020E-2;9.962273598E0
1.984557230E0;-4.046200812E-1;2.154781483E-2;1.003170490E1
1.989502230E0;-4.740519226E-1;-9.576806799E-3;1.006761837E1
1.994447230E0;-5.267243981E-1;-4.309562966E-2;1.011789608E1
1.999392230E0;-5.578489900E-1;-8.858546615E-2;1.015620327E1
2.004337230E0;-6.009446383E-1;-1.053448766E-1;1.014902115E1
2.009281230E0;-6.679822803E-1;-1.580173075E-1;1.016817474E1
2.014226230E0;-6.967126727E-1;-1.747767180E-1;1.018493366E1
2.019171230E0;-7.182605267E-1;-1.963245422E-1;1.015859795E1
2.024116230E0;-7.374141216E-1;-2.202665508E-1;1.014423275E1
2.029061230E0;-7.613561153E-1;-2.394201756E-1;1.010831928E1
2.034006230E0;-7.924807668E-1;-2.370259613E-1;1.003409958E1
2.038947614E0;-7.852981687E-1;-2.106897533E-1;9.988609314E0
2.043892614E0;-7.829039693E-1;-2.082955539E-1;9.959878922E0
2.048837614E0;-7.445967197E-1;-1.747767180E-1;9.923966408E0
2.053782614E0;-7.110779285E-1;-1.268926859E-1;9.909601212E0
2.058727614E0;-6.272808313E-1;-8.140286058E-2;9.880870819E0
2.063672614E0;-5.698199868E-1;-2.154781483E-2;9.888052940E0
2.068602306E0;-5.027823448E-1;1.915361360E-2;9.902418137E0
2.073547306E0;-4.357447028E-1;1.101332754E-1;9.950302124E0
2.078492306E0;-4.070142806E-1;1.532289088E-1;1.000058079E1
2.083437306E0;-3.902548850E-1;2.035071403E-1;1.001494598E1
2.088382306E0;-3.806780577E-1;1.987187415E-1;1.004846478E1
2.093327306E0;-3.591302633E-1;2.322375625E-1;1.010353088E1
2.098271306E0;-3.447650373E-1;2.178723514E-1;1.012507915E1
2.103216306E0;-3.471592367E-1;2.130839527E-1;1.011789608E1
2.108161306E0;-3.639186621E-1;1.771709323E-1;1.011310768E1
2.113106306E0;-4.022258818E-1;1.508347094E-1;1.008198357E1
2.118051306E0;-4.237737060E-1;1.149216816E-1;1.007958889E1
2.122996306E0;-4.620809257E-1;9.097966552E-2;1.003649330E1
2.127940229E0;-5.099649429E-1;6.703764945E-2;9.998186111E0
2.132885229E0;-5.434837937E-1;2.873042040E-2;1.001255131E1
2.137830229E0;-5.913678408E-1;-7.182605099E-3;1.004128170E1
2.142775229E0;-6.177040339E-1;-4.788403399E-3;1.001973438E1
2.147720229E0;-6.081272364E-1;-3.351882473E-2;1.001733971E1
2.152648499E0;-5.889736414E-1;-5.267243832E-2;1.003888798E1
2.157592499E0;-5.506663918E-1;-7.182604820E-2;1.003170490E1
2.162537499E0;-5.267243981E-1;-6.224924326E-2;1.000776291E1
2.167482499E0;-4.884171486E-1;-6.464344263E-2;9.983820915E0
2.172427499E0;-4.764461517E-1;-3.591302410E-2;9.979032516E0
2.177372499E0;-4.501099288E-1;1.915361360E-2;1.000536919E1
2.182317499E0;-4.165911078E-1;7.900865376E-2;1.001494598E1
2.187261499E0;-3.639186621E-1;9.576806426E-2;1.001015759E1
2.192206499E0;-3.232172430E-1;1.221042871E-1;1.001255131E1
2.197151499E0;-2.896983922E-1;1.340752989E-1;9.986215591E0
2.202096499E0;-2.753331959E-1;1.580173075E-1;9.974244118E0
2.207041499E0;-2.920926213E-1;1.771709323E-1;9.947908401E0
2.211988499E0;-2.992752194E-1;2.035071403E-1;9.926360130E0
2.216933499E0;-3.040636182E-1;1.867477298E-1;9.914389610E0
2.221878499E0;-3.351882398E-1;1.915361285E-1;9.897629738E0
2.226823499E0;-3.615244627E-1;1.891419291E-1;9.873687744E0
2.231768499E0;-3.950432837E-1;1.771709323E-1;9.890447617E0
2.236712499E0;-4.094084799E-1;1.771709323E-1;9.883264542E0
2.241657499E0;-4.165911078E-1;1.556231081E-1;9.885659218E0
2.246602499E0;-4.189853072E-1;1.173158810E-1;9.842563629E0
2.251547499E0;-4.477157295E-1;7.422025502E-2;9.801861763E0
2.256489576E0;-4.572925270E-1;4.548983276E-2;9.765948296E0
2.261431960E0;-4.740519226E-1;2.154781483E-2;9.694122314E0
2.266370576E0;-4.692635238E-1;-1.675941236E-2;9.677363396E0
2.271315576E0;-4.884171486E-1;-3.351882473E-2;9.651026726E0
2.276260576E0;-5.027823448E-1;-5.746084079E-2;9.600749016E0
2.281205576E0;-5.386953950E-1;-9.337386489E-2;9.564835548E0
2.286150576E0;-5.722141862E-1;-1.101332754E-1;9.560047150E0
2.291095576E0;-5.961562395E-1;-1.173158810E-1;9.586383820E0
2.296039576E0;-6.105214357E-1;-1.053448766E-1;9.624691010E0
2.300978845E0;-6.272808313E-1;-9.816227108E-2;9.679757118E0
2.305923845E0;-5.841852427E-1;-7.422025502E-2;9.765948296E0
2.310859345E0;-5.243301988E-1;-5.027823523E-2;9.849745750E0
2.315804345E0;-4.429273009E-1;-4.070143029E-2;9.938331604E0
2.320749345E0;-3.902548850E-1;1.436521020E-2;1.001973438E1
2.325693345E0;-3.327940404E-1;4.548983276E-2;1.008437729E1
2.330638345E0;-3.040636182E-1;6.943184882E-2;1.011310768E1
2.335569999E0;-2.849099934E-1;8.619125932E-2;1.012986755E1
2.340514999E0;-3.136404157E-1;6.703764945E-2;1.009156036E1
2.345459999E0;-3.232172430E-1;7.182604820E-2;1.007240677E1
2.350404999E0;-3.711012602E-1;5.985504389E-2;1.001255131E1
2.355348999E0;-3.950432837E-1;5.267243832E-2;9.962273598E0
2.360293999E0;-4.429273009E-1;3.351882473E-2;9.947908401E0
2.365238999E0;-4.788403511E-1;3.112462163E-2;9.914389610E0
2.370183999E0;-5.219359994E-1;0.000000000E0;9.890447617E0
2.375128999E0;-5.363011956E-1;-3.591302410E-2;9.880870819E0
2.380063922E0;-5.410895944E-1;-5.985504389E-2;9.876082420E0
2.385007922E0;-5.291185975E-1;-9.576806426E-2;9.856928825E0
2.389952922E0;-5.434837937E-1;-6.943184882E-2;9.861717224E0
2.394897922E0;-5.171475410E-1;-5.267243832E-2;9.907206535E0
2.399842922E0;-4.955997467E-1;-2.154781483E-2;9.923966408E0
2.404779614E0;-4.620809257E-1;9.576806799E-3;9.976638794E0
2.409724614E0;-4.261679053E-1;3.351882473E-2;1.001015759E1
2.414668614E0;-3.830722570E-1;6.943184882E-2;1.002691650E1
2.419613614E0;-3.711012602E-1;7.422025502E-2;1.003409958E1
2.424558614E0;-3.782838583E-1;7.422025502E-2;1.002931118E1
2.429503614E0;-3.758896589E-1;1.197100878E-1;9.969455719E0
2.434448614E0;-3.639186621E-1;1.077390760E-1;9.952696800E0
2.439393614E0;-3.519476354E-1;1.005564705E-1;9.888052940E0
2.444305345E0;-3.806780577E-1;1.029506698E-1;9.859322548E0
2.449250345E0;-3.663128614E-1;1.029506698E-1;9.809044838E0
2.454195345E0;-3.591302633E-1;1.077390760E-1;9.782708168E0
2.459140345E0;-3.639186621E-1;1.221042871E-1;9.770736694E0
2.464085345E0;-3.758896589E-1;1.197100878E-1;9.742006302E0
2.469030345E0;-3.711012602E-1;5.267243832E-2;9.744400978E0
2.473974345E0;-3.806780577E-1;2.633621916E-2;9.751583099E0
2.478919345E0;-3.950432837E-1;1.197100803E-2;9.744400978E0
2.483864345E0;-3.950432837E-1;7.182605099E-3;9.792284966E0
2.488809345E0;-4.429273009E-1;-9.576806799E-3;9.856928825E0
2.493754345E0;-4.596867263E-1;-7.182605099E-3;9.923966408E0
2.498699345E0;-4.836287498E-1;1.197100803E-2;1.001255131E1
2.503643345E0;-5.219359994E-1;2.394201607E-2;1.013704967E1
2.508588345E0;-5.482721925E-1;-4.788403399E-3;1.022563553E1
2.513533345E0;-5.506663918E-1;-2.154781483E-2;1.027351952E1
2.518478345E0;-5.530605912E-1;-9.576806426E-2;1.027591324E1
2.523416268E0;-5.722141862E-1;-1.388636976E-1;1.026633644E1
2.528361268E0;-5.770025849E-1;-1.388636976E-1;1.022563553E1
2.533305268E0;-5.913678408E-1;-1.556231081E-1;1.022324085E1
2.538250268E0;-5.554547906E-1;-1.915361285E-1;1.016099167E1
2.543195268E0;-5.482721925E-1;-1.963245422E-1;1.011789608E1
2.548140268E0;-5.434837937E-1;-1.723825186E-1;1.007958889E1
2.553085268E0;-5.123591423E-1;-1.628057212E-1;9.998186111E0
2.558030268E0;-4.908113480E-1;-1.484405100E-1;9.957485199E0
2.562974268E0;-4.764461517E-1;-9.816227108E-2;9.892841339E0
2.567919268E0;-4.453215301E-1;-6.943184882E-2;9.861717224E0
2.572864268E0;-4.261679053E-1;-2.633621916E-2;9.811438560E0
2.577809268E0;-4.070142806E-1;1.197100803E-2;9.775525093E0
2.582754268E0;-3.878606856E-1;4.070143029E-2;9.780313492E0
2.587699268E0;-3.591302633E-1;1.053448766E-1;9.794678688E0
2.592643268E0;-3.687070608E-1;1.340752989E-1;9.806650162E0
2.597588268E0;-3.567360640E-1;1.675941199E-1;9.823410034E0
2.602526845E0;-3.615244627E-1;1.867477298E-1;9.876082420E0
2.607462537E0;-3.854664862E-1;1.867477298E-1;9.897629738E0
2.612407537E0;-4.094084799E-1;1.532289088E-1;9.919178009E0
2.617230537E0;-4.333505034E-1;1.484405100E-1;9.911994934E0
2.622296537E0;-4.692635238E-1;1.292868853E-1;9.919178009E0
2.627241537E0;-4.764461517E-1;1.268926859E-1;9.900024414E0
2.632186537E0;-4.860229492E-1;9.576806426E-2;9.859322548E0
2.637131537E0;-4.764461517E-1;4.309562966E-2;9.813833237E0
2.642076537E0;-4.788403511E-1;3.591302410E-2;9.751583099E0
2.647021537E0;-4.668693244E-1;1.436521020E-2;9.670180321E0
2.651965537E0;-4.525041282E-1;1.197100803E-2;9.615114212E0
2.656910537E0;-4.620809257E-1;9.576806799E-3;9.603142738E0
2.661855537E0;-4.429273009E-1;1.436521020E-2;9.610325813E0
2.666800537E0;-4.094084799E-1;5.027823523E-2;9.624691010E0
2.671745537E0;-3.830722570E-1;9.337386489E-2;9.674968719E0
2.676690537E0;-3.782838583E-1;1.532289088E-1;9.765948296E0
2.681635537E0;-3.543418646E-1;1.628057212E-1;9.904812813E0
2.686579537E0;-3.136404157E-1;1.604115069E-1;1.002452278E1
2.691524537E0;-3.016694188E-1;1.484405100E-1;1.011310768E1
2.696469537E0;-3.280056417E-1;1.221042871E-1;1.014902115E1
2.701414537E0;-3.112462163E-1;8.379705995E-2;1.015620327E1
2.706359537E0;-3.184288144E-1;2.633621916E-2;1.016578007E1
2.711304537E0;-3.495534360E-1;-3.112462163E-2;1.013226128E1
2.716248537E0;-3.878606856E-1;-6.703764945E-2;1.007480049E1
2.721193537E0;-4.285621047E-1;-8.619125932E-2;1.004607010E1
2.726136768E0;-4.692635238E-1;-1.077390760E-1;9.974244118E0
2.731081768E0;-5.003881454E-1;-1.053448766E-1;9.928754807E0
2.736026768E0;-5.123591423E-1;-9.337386489E-2;9.890447617E0
2.740971768E0;-4.979939461E-1;-5.506663769E-2;9.892841339E0
2.745915768E0;-5.003881454E-1;-3.351882473E-2;9.883264542E0
2.750860768E0;-4.644751251E-1;-2.394201607E-2;9.880870819E0
2.755805768E0;-4.189853072E-1;-1.197100803E-2;9.895236015E0
2.760750768E0;-3.615244627E-1;-2.394201700E-3;9.914389610E0
2.765695768E0;-3.591302633E-1;0.000000000E0;9.947908401E0
2.770640768E0;-3.471592367E-1;-9.576806799E-3;9.983820915E0
2.775579498E0;-3.471592367E-1;-1.197100803E-2;1.002931118E1
2.780524498E0;-3.687070608E-1;-1.915361360E-2;1.006522369E1
2.785469498E0;-4.213795066E-1;-1.197100803E-2;1.009874249E1
2.790414498E0;-4.525041282E-1;-3.830722719E-2;1.010353088E1
2.795359498E0;-4.979939461E-1;-4.070143029E-2;1.009874249E1
2.800304498E0;-5.243301988E-1;-7.182604820E-2;1.007480049E1
2.805241921E0;-5.219359994E-1;-8.140286058E-2;1.004846478E1
2.810186921E0;-5.315127969E-1;-7.900865376E-2;9.981427193E0
2.815131921E0;-5.291185975E-1;-1.005564705E-1;9.923966408E0
2.820076921E0;-5.099649429E-1;-9.576806426E-2;9.880870819E0
2.825021921E0;-5.147533417E-1;-7.900865376E-2;9.842563629E0
2.829966921E0;-4.764461517E-1;-5.506663769E-2;9.801861763E0
2.834905921E0;-4.477157295E-1;-4.070143029E-2;9.780313492E0
2.839850921E0;-4.094084799E-1;-2.154781483E-2;9.794678688E0
2.844795921E0;-4.022258818E-1;-2.394201700E-3;9.806650162E0
2.849740921E0;-3.806780577E-1;2.633621916E-2;9.847352028E0
2.854678729E0;-3.351882398E-1;5.985504389E-2;9.883264542E0
2.859623729E0;-3.184288144E-1;7.900865376E-2;9.938331604E0
2.864567729E0;-3.040636182E-1;8.619125932E-2;9.986215591E0
2.869512729E0;-2.849099934E-1;7.182604820E-2;1.000058079E1
2.874457729E0;-2.753331959E-1;5.027823523E-2;1.000536919E1
2.879397998E0;-2.705447972E-1;2.154781483E-2;9.983820915E0
2.884342998E0;-3.136404157E-1;7.182605099E-3;9.955090523E0
2.889165998E0;-3.399766386E-1;1.197100803E-2;9.923966408E0
2.894231998E0;-3.782838583E-1;-4.788403399E-3;9.914389610E0
2.899176998E0;-4.094084799E-1;-7.182605099E-3;9.866505623E0
2.904121998E0;-4.165911078E-1;-2.394201607E-2;9.842563629E0
2.909066998E0;-4.261679053E-1;-3.351882473E-2;9.818621635E0
2.914011998E0;-4.285621047E-1;-9.576806799E-3;9.799467087E0
2.918956998E0;-4.237737060E-1;2.394201700E-3;9.806650162E0
2.923896229E0;-3.854664862E-1;0.000000000E0;9.823410034E0
2.928841229E0;-3.806780577E-1;2.394201607E-2;9.835380554E0
2.933764383E0;-3.567360640E-1;2.873042040E-2;9.864110947E0
2.938709383E0;-3.375824392E-1;3.591302410E-2;9.919178009E0
2.943654383E0;-3.423708379E-1;1.436521020E-2;9.959878922E0
2.948599383E0;-3.303998411E-1;4.788403399E-3;1.000297451E1
2.953543383E0;-3.088520169E-1;-9.576806799E-3;1.001255131E1
2.958488383E0;-3.327940404E-1;2.394201700E-3;1.004846478E1
2.963433383E0;-3.782838583E-1;-3.351882473E-2;1.009634876E1
2.968378383E0;-3.974374831E-1;-7.900865376E-2;1.008437729E1
2.973323383E0;-4.237737060E-1;-1.197100878E-1;1.008677197E1
2.978268383E0;-4.692635238E-1;-1.388636976E-1;1.007240677E1
2.983212383E0;-4.836287498E-1;-1.580173075E-1;1.002931118E1
2.988157383E0;-5.171475410E-1;-1.628057212E-1;9.991003990E0
2.993102383E0;-5.339069963E-1;-1.580173075E-1;9.945513725E0
2.998047383E0;-5.195417404E-1;-1.556231081E-1;9.907206535E0
3.002992383E0;-4.812345505E-1;-1.412578970E-1;9.830592155E0
3.007937383E0;-4.596867263E-1;-9.097966552E-2;9.761159897E0
3.012863613E0;-4.094084799E-1;-6.943184882E-2;9.727641106E0
3.017808613E0;-3.878606856E-1;-4.788403399E-3;9.679757118E0
3.022753613E0;-3.495534360E-1;4.070143029E-2;9.655815125E0
3.027698613E0;-3.112462163E-1;6.703764945E-2;9.624691010E0
3.032643613E0;-2.753331959E-1;1.125274822E-1;9.619902611E0
3.037588613E0;-2.011129409E-1;1.340752989E-1;9.648633003E0
3.042532613E0;-1.556231081E-1;1.891419291E-1;9.653421402E0
3.047477613E0;-1.244984865E-1;1.891419291E-1;9.686940193E0
3.052422613E0;-1.125274822E-1;1.963245422E-1;9.686940193E0
3.057367613E0;-1.268926859E-1;1.867477298E-1;9.722852707E0
3.062312613E0;-1.699883193E-1;1.939303428E-1;9.746794701E0
3.067257613E0;-2.250549644E-1;1.604115069E-1;9.761159897E0
3.072201613E0;-2.849099934E-1;1.221042871E-1;9.768342972E0
3.077146613E0;-3.447650373E-1;6.703764945E-2;9.744400978E0
3.082091613E0;-3.926490843E-1;7.182605099E-3;9.734824181E0
3.087036613E0;-4.357447028E-1;-2.873042040E-2;9.722852707E0
3.091980498E0;-4.596867263E-1;-6.943184882E-2;9.727641106E0
3.096925498E0;-4.620809257E-1;-1.005564705E-1;9.739612579E0
3.101869498E0;-4.932055473E-1;-1.244984865E-1;9.730035782E0
3.106813190E0;-4.955997467E-1;-1.484405100E-1;9.761159897E0
3.111743613E0;-4.979939461E-1;-1.484405100E-1;9.787496567E0
3.116688613E0;-4.788403511E-1;-1.604115069E-1;9.816226959E0
3.121633613E0;-4.525041282E-1;-1.628057212E-1;9.868899345E0
3.126578613E0;-4.548983276E-1;-1.651999205E-1;9.919178009E0
3.131522613E0;-4.333505034E-1;-1.867477298E-1;9.967061996E0
3.136453383E0;-4.094084799E-1;-1.867477298E-1;1.000058079E1
3.141398383E0;-4.189853072E-1;-1.723825186E-1;1.002452278E1
3.146343383E0;-4.477157295E-1;-1.699883193E-1;1.007958889E1
3.151288383E0;-4.788403511E-1;-1.556231081E-1;1.010831928E1
3.156233383E0;-4.788403511E-1;-1.651999205E-1;1.008916569E1
3.161178383E0;-5.027823448E-1;-1.628057212E-1;1.003409958E1
3.166122383E0;-5.267243981E-1;-1.388636976E-1;9.979032516E0
3.171067383E0;-5.363011956E-1;-1.268926859E-1;9.871294022E0
3.176012383E0;-5.099649429E-1;-8.858546615E-2;9.737217903E0
3.180953421E0;-4.812345505E-1;-5.027823523E-2;9.600749016E0
3.185898421E0;-4.525041282E-1;-3.591302410E-2;9.478644371E0
3.190843421E0;-4.046200812E-1;1.675941236E-2;9.363722801E0
3.195787421E0;-3.471592367E-1;5.506663769E-2;9.258378029E0
3.200732421E0;-2.896983922E-1;1.077390760E-1;9.176975250E0
3.205677421E0;-2.346317619E-1;1.316810995E-1;9.085995674E0
3.210624421E0;-1.747767180E-1;1.819593310E-1;9.023746490E0
3.215569421E0;-1.292868853E-1;1.939303428E-1;8.997409821E0
3.220514421E0;-1.173158810E-1;1.867477298E-1;9.018958092E0
3.225459421E0;-9.337386489E-2;2.035071403E-1;9.059659004E0
3.230404421E0;-1.005564705E-1;2.011129409E-1;9.141061783E0
3.235349421E0;-1.149216816E-1;1.915361285E-1;9.251194954E0
3.240293421E0;-1.268926859E-1;1.819593310E-1;9.404424667E0
3.245238421E0;-1.795651317E-1;1.508347094E-1;9.524134636E0
3.250183421E0;-2.298433632E-1;8.619125932E-2;9.658209801E0
3.255128421E0;-2.753331959E-1;1.675941236E-2;9.749189377E0
3.260073421E0;-3.303998411E-1;-2.154781483E-2;9.830592155E0
3.265018421E0;-3.782838583E-1;-9.576806426E-2;9.871294022E0
3.269958383E0;-4.405331016E-1;-1.604115069E-1;9.878476143E0
3.274903152E0;-5.099649429E-1;-2.130839527E-1;9.849745750E0
3.279848152E0;-5.386953950E-1;-2.633621991E-1;9.797073364E0
3.284793152E0;-5.841852427E-1;-3.040636182E-1;9.780313492E0
3.289738152E0;-6.416460276E-1;-3.232172430E-1;9.696516991E0
3.294683152E0;-6.607996821E-1;-3.184288144E-1;9.607931137E0
3.299627152E0;-6.655880809E-1;-2.825157940E-1;9.545681953E0
3.304572152E0;-6.368576288E-1;-2.442085743E-1;9.483432770E0
3.309513306E0;-6.129156351E-1;-1.915361285E-1;9.469067574E0
3.314458306E0;-5.195417404E-1;-1.460463107E-1;9.433155060E0
3.319391421E0;-4.596867263E-1;-1.029506698E-1;9.404424667E0
3.324336421E0;-3.711012602E-1;-6.703764945E-2;9.409213066E0
3.329280421E0;-3.064578176E-1;-2.394201700E-3;9.430760384E0
3.334225421E0;-2.394201756E-1;5.267243832E-2;9.440337181E0
3.339170421E0;-1.795651317E-1;1.149216816E-1;9.509769440E0
3.344115421E0;-1.651999205E-1;1.316810995E-1;9.569623947E0
3.349060421E0;-1.604115069E-1;1.795651317E-1;9.605537415E0
3.354005421E0;-1.436520964E-1;1.699883193E-1;9.667786598E0
3.358949421E0;-1.675941199E-1;1.484405100E-1;9.698910713E0
3.363894421E0;-1.843535304E-1;1.268926859E-1;9.715670586E0
3.368839421E0;-2.059013397E-1;7.661445439E-2;9.715670586E0
3.373772767E0;-2.585737705E-1;9.576806799E-3;9.686940193E0
3.378717767E0;-3.208230138E-1;-5.746084079E-2;9.653421402E0
3.383662767E0;-4.046200812E-1;-1.484405100E-1;9.567230225E0
3.388606767E0;-4.644751251E-1;-1.819593310E-1;9.481039047E0
3.393551767E0;-5.051765442E-1;-2.154781520E-1;9.399636269E0
3.398477575E0;-5.363011956E-1;-2.226607651E-1;9.289502144E0
3.403422575E0;-5.363011956E-1;-2.418143749E-1;9.229647636E0
3.408367575E0;-5.339069963E-1;-2.082955539E-1;9.169792175E0
3.413312575E0;-5.099649429E-1;-1.580173075E-1;9.172186852E0
3.418256575E0;-4.501099288E-1;-1.077390760E-1;9.196128845E0
3.423201575E0;-4.165911078E-1;-5.267243832E-2;9.239224434E0
3.428146575E0;-3.447650373E-1;3.112462163E-2;9.323021889E0
3.433091575E0;-2.920926213E-1;7.661445439E-2;9.423578262E0
3.438036575E0;-2.370259613E-1;9.816227108E-2;9.507374763E0
3.442981575E0;-2.082955539E-1;1.316810995E-1;9.583989143E0
3.447925575E0;-1.723825186E-1;1.316810995E-1;9.653421402E0
3.452870575E0;-1.651999205E-1;1.077390760E-1;9.727641106E0
3.457815575E0;-2.035071403E-1;7.661445439E-2;9.785101891E0
3.462760575E0;-2.226607651E-1;6.464344263E-2;9.811438560E0
3.467705575E0;-2.705447972E-1;-1.436521020E-2;9.785101891E0
3.472650575E0;-3.639186621E-1;-5.506663769E-2;9.763554573E0
3.477595575E0;-4.094084799E-1;-1.244984865E-1;9.706093788E0
3.482539575E0;-4.453215301E-1;-1.508347094E-1;9.627084732E0
3.487484575E0;-4.788403511E-1;-1.723825186E-1;9.562441826E0
3.492429575E0;-5.075707436E-1;-1.915361285E-1;9.471462250E0
3.497374575E0;-5.171475410E-1;-2.011129409E-1;9.404424667E0
3.502319575E0;-4.932055473E-1;-1.939303428E-1;9.315838814E0
3.507264575E0;-4.644751251E-1;-1.460463107E-1;9.272743225E0
3.512208575E0;-4.070142806E-1;-9.576806426E-2;9.241618156E0
3.517153575E0;-3.519476354E-1;-1.436521020E-2;9.246406555E0
3.522098575E0;-2.801215947E-1;4.788403213E-2;9.265560150E0
3.527043575E0;-2.298433632E-1;1.077390760E-1;9.294290543E0
3.531988575E0;-1.891419291E-1;1.843535304E-1;9.351752281E0
3.536933575E0;-1.675941199E-1;2.011129409E-1;9.421183586E0
3.541877575E0;-1.628057212E-1;2.274491638E-1;9.481039047E0
3.546822575E0;-1.532289088E-1;2.489969730E-1;9.538499832E0
3.551767575E0;-1.436520964E-1;2.370259613E-1;9.567230225E0
3.556694767E0;-1.771709323E-1;2.035071403E-1;9.627084732E0
3.561639767E0;-2.059013397E-1;1.460463107E-1;9.619902611E0
3.566461767E0;-2.250549644E-1;1.005564705E-1;9.615114212E0
3.571528767E0;-2.777273953E-1;4.548983276E-2;9.624691010E0
3.576473767E0;-2.968810201E-1;7.182605099E-3;9.560047150E0
3.581418767E0;-3.303998411E-1;-3.351882473E-2;9.504981041E0
3.586363767E0;-3.806780577E-1;-6.943184882E-2;9.457097054E0
3.591308767E0;-3.950432837E-1;-6.943184882E-2;9.402029991E0
3.596253767E0;-4.165911078E-1;-8.140286058E-2;9.344569206E0
3.601197767E0;-4.381389022E-1;-7.182604820E-2;9.251194954E0
3.606142498E0;-4.118026793E-1;-4.548983276E-2;9.220070839E0
3.611087498E0;-3.950432837E-1;7.182605099E-3;9.210494041E0
3.616032498E0;-3.758896589E-1;5.267243832E-2;9.200917244E0
3.620977498E0;-3.447650373E-1;7.182604820E-2;9.188945770E0
3.625922498E0;-2.944868207E-1;9.816227108E-2;9.196128845E0
3.630866498E0;-2.537853718E-1;1.316810995E-1;9.220070839E0
3.635811498E0;-2.202665508E-1;1.292868853E-1;9.220070839E0
3.640756498E0;-2.130839527E-1;1.125274822E-1;9.236829758E0
3.645701498E0;-2.418143749E-1;1.053448766E-1;9.258378029E0
3.650642805E0;-2.920926213E-1;9.576806426E-2;9.284713745E0
3.655561190E0;-3.375824392E-1;8.379705995E-2;9.279925346E0
3.660505190E0;-3.758896589E-1;5.746084079E-2;9.299078941E0
3.665450190E0;-4.070142806E-1;1.436521020E-2;9.318233490E0
3.670395190E0;-4.381389022E-1;-7.182605099E-3;9.330204010E0
3.675340190E0;-4.572925270E-1;-5.267243832E-2;9.339780807E0
3.680285190E0;-4.429273009E-1;-8.619125932E-2;9.358934402E0
3.685230190E0;-4.333505034E-1;-7.661445439E-2;9.361329079E0
3.690174190E0;-4.022258818E-1;-8.140286058E-2;9.356540680E0
3.695119190E0;-3.758896589E-1;-1.125274822E-1;9.370905876E0
3.700064190E0;-3.567360640E-1;-1.101332754E-1;9.349357605E0
3.705006844E0;-3.591302633E-1;-1.053448766E-1;9.306262016E0
3.709951844E0;-3.663128614E-1;-1.077390760E-1;9.301473618E0
3.714896344E0;-3.926490843E-1;-8.858546615E-2;9.272743225E0
3.719718344E0;-3.998316824E-1;-7.661445439E-2;9.229647636E0
3.724762382E0;-3.806780577E-1;-5.985504389E-2;9.205705643E0
3.729707382E0;-3.854664862E-1;-3.112462163E-2;9.181763649E0
3.734652382E0;-3.711012602E-1;-1.197100803E-2;9.157821655E0
3.739596267E0;-3.471592367E-1;9.576806799E-3;9.174580574E0
3.744524151E0;-3.256114423E-1;3.112462163E-2;9.193734169E0
