"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.681274950E1,6.514492035E-1,-4.117481995E1,-5.021484375E0,4.148500318E1
1.682277450E1,4.802284241E-1,-4.137658310E1,-4.531150818E0,4.162671709E1
1.683279850E1,3.366928101E-1,-4.136773300E1,-4.494140625E0,4.161249807E1
1.684282350E1,4.710960388E-2,-4.130862808E1,-4.191963196E0,4.152080838E1
1.685284750E1,1.607208252E-1,-4.125215912E1,-3.825843811E0,4.142950089E1
1.686287250E1,1.741809845E-1,-4.114468765E1,-3.525276184E0,4.129580164E1
1.687289750E1,9.565162659E-2,-4.144640350E1,-3.392883301E0,4.158515564E1
1.688292150E1,5.547180176E-1,-4.126983261E1,-2.882049561E0,4.137406199E1
1.689294650E1,1.168144226E0,-4.148642349E1,-2.828498840E0,4.159913822E1
1.690297050E1,2.284519196E0,-4.139227295E1,-3.033760071E0,4.156612789E1
1.691299550E1,3.345792770E0,-4.105176163E1,-3.718582153E0,4.135540249E1
1.692301950E1,4.155160904E0,-4.097222519E1,-5.074172974E0,4.149380472E1
1.693304450E1,5.434835434E0,-4.045307541E1,-6.945327759E0,4.140321635E1
1.694306950E1,6.546278000E0,-3.982687378E1,-9.918846130E0,4.156220807E1
1.695309350E1,7.143659592E0,-3.857095718E1,-1.313343811E1,4.136711021E1
1.696311850E1,7.792703629E0,-3.685393524E1,-1.711122894E1,4.137309426E1
1.697314250E1,8.178010941E0,-3.435762024E1,-2.159201050E1,4.139493748E1
1.698316750E1,8.789854050E0,-3.117132187E1,-2.569966888E1,4.134471940E1
1.699319150E1,9.190439224E0,-2.766491318E1,-2.918446350E1,4.124978187E1
1.700321650E1,9.332757950E0,-2.402770996E1,-3.234662628E1,4.136103781E1
1.701324050E1,9.811922073E0,-2.074885368E1,-3.466520691E1,4.157481586E1
1.702326550E1,9.451215744E0,-1.756304741E1,-3.657796478E1,4.166213654E1
1.703329050E1,8.717752457E0,-1.465196323E1,-3.797732544E1,4.162879391E1
1.704331450E1,7.299825668E0,-1.253886890E1,-3.951505280E1,4.209453748E1
1.705333950E1,5.226560593E0,-1.110264015E1,-4.032654572E1,4.215229345E1
1.706336350E1,3.570989609E0,-9.823772430E0,-4.061640167E1,4.193984450E1
1.707338850E1,2.225198746E0,-9.100963593E0,-4.112845612E1,4.218209277E1
1.708341250E1,1.231653214E0,-8.445517540E0,-4.138838196E1,4.225922263E1
1.709343750E1,5.108871460E-1,-7.794976234E0,-4.139441681E1,4.212505671E1
1.710346250E1,5.134696960E-1,-7.070947170E0,-4.158416748E1,4.218417867E1
1.711348650E1,4.979076385E-1,-6.331678867E0,-4.178301239E1,4.226296480E1
1.712351150E1,1.086849213E0,-5.922059059E0,-4.209126282E1,4.251971813E1
1.713353550E1,1.652006149E0,-5.698315620E0,-4.180065918E1,4.221960484E1
1.714356050E1,2.548473358E0,-5.343866348E0,-4.196387482E1,4.237945745E1
1.715358450E1,3.283090591E0,-5.125749588E0,-4.205342102E1,4.249167227E1
1.716360950E1,3.974351883E0,-5.128414154E0,-4.165126801E1,4.215357910E1
1.717363425E1,4.563478470E0,-5.600852013E0,-4.146247101E1,4.208718785E1
1.718365925E1,4.900903702E0,-5.934561729E0,-4.117551422E1,4.188867211E1
1.719368425E1,5.299024582E0,-6.746992588E0,-4.139743805E1,4.227705581E1
1.720370825E1,5.767419815E0,-7.501989365E0,-4.110424042E1,4.217939729E1
1.721373325E1,6.218050003E0,-8.427564621E0,-4.072108459E1,4.204634017E1
1.722375725E1,6.920179367E0,-9.468746185E0,-4.023424530E1,4.190871666E1
1.723378225E1,7.559423447E0,-1.042458820E1,-3.990303802E1,4.192933777E1
1.724380625E1,8.431074142E0,-1.164834023E1,-3.957012939E1,4.210180497E1
1.725383125E1,9.350183487E0,-1.266552067E1,-3.883856201E1,4.190793772E1
1.726385525E1,1.045818520E1,-1.389904594E1,-3.806708527E1,4.185283857E1
1.727388025E1,1.174604988E1,-1.492207432E1,-3.709553528E1,4.167393343E1
1.728390525E1,1.245802498E1,-1.629374695E1,-3.582519531E1,4.128114818E1
1.729392925E1,1.267797279E1,-1.821091461E1,-3.484327698E1,4.130886534E1
1.730395425E1,1.319467735E1,-2.015861893E1,-3.369503784E1,4.142251806E1
1.731397825E1,1.313656807E1,-2.225649643E1,-3.234626007E1,4.140291771E1
1.732400325E1,1.317355156E1,-2.433748245E1,-3.063173676E1,4.128145842E1
1.733402725E1,1.314588356E1,-2.637085724E1,-2.874360657E1,4.116347027E1
1.734405225E1,1.323266029E1,-2.859690857E1,-2.661134338E1,4.124378832E1
1.735407725E1,1.309877968E1,-3.034278107E1,-2.478379822E1,4.130979358E1
1.736410125E1,1.300113106E1,-3.198500061E1,-2.262268066E1,4.127778280E1
1.737412625E1,1.299677467E1,-3.327917099E1,-2.054791260E1,4.121451305E1
1.738415025E1,1.306497383E1,-3.442200470E1,-1.904076385E1,4.145019465E1
1.739417525E1,1.306051064E1,-3.483858871E1,-1.763926697E1,4.117581743E1
1.740419925E1,1.287029457E1,-3.543067551E1,-1.674649048E1,4.124829927E1
1.741422425E1,1.278442574E1,-3.584161377E1,-1.571450043E1,4.117047902E1
1.742424925E1,1.272968102E1,-3.634496307E1,-1.478047943E1,4.124880231E1
1.743427325E1,1.278714180E1,-3.652545547E1,-1.371241760E1,4.105667168E1
1.744429825E1,1.266862679E1,-3.691884613E1,-1.319252014E1,4.120118799E1
1.745432225E1,1.246985817E1,-3.716717148E1,-1.258497620E1,4.117374921E1
1.746434725E1,1.207104683E1,-3.765337372E1,-1.181565094E1,4.126858770E1
1.747437125E1,1.188387108E1,-3.800352097E1,-1.136123657E1,4.140738695E1
1.748439625E1,1.157458687E1,-3.827791977E1,-1.048384094E1,4.134103438E1
1.749442025E1,1.149226952E1,-3.855183029E1,-1.010720825E1,4.147856719E1
1.750444525E1,1.119477272E1,-3.846543503E1,-9.619178772E0,4.120001491E1
1.751447025E1,1.074323845E1,-3.890747070E1,-8.933441162E0,4.134023246E1
1.752449425E1,1.027218437E1,-3.902920914E1,-8.146728516E0,4.117239516E1
1.753451925E1,1.010874367E1,-3.938185883E1,-7.380935669E0,4.132306516E1
1.754454325E1,9.966817856E0,-3.962191010E1,-6.911621094E0,4.143674365E1
1.755456825E1,9.853921890E0,-3.945175934E1,-6.637283325E0,4.120187643E1
1.756459225E1,9.764898300E0,-3.959825897E1,-6.268554688E0,4.126342364E1
1.757461725E1,9.470502853E0,-3.995571136E1,-5.640953064E0,4.144839739E1
1.758464225E1,9.251237869E0,-4.008191681E1,-4.995613098E0,4.143792475E1
1.759466625E1,9.011075974E0,-3.994774628E1,-4.405120850E0,4.118770463E1
1.760469125E1,8.670476913E0,-4.005472946E1,-3.777175903E0,4.115611230E1
1.761471525E1,8.592107773E0,-4.008588791E1,-3.024803162E0,4.110781142E1
1.762474025E1,8.601186752E0,-4.027923584E1,-2.581489563E0,4.126816378E1
1.763476425E1,8.063253403E0,-4.042789078E1,-1.606895447E0,4.125545444E1
1.764478925E1,7.592115402E0,-4.070038605E1,-9.070510864E-1,4.141236992E1
1.765481325E1,7.285520554E0,-4.074497604E1,-1.198806763E-1,4.139137898E1
1.766483825E1,6.921007156E0,-4.090045547E1,6.073684692E-1,4.148634106E1
1.767486325E1,6.498243332E0,-4.093725204E1,9.150848389E-1,4.145989811E1
1.768488725E1,6.252790451E0,-4.066757584E1,1.581352234E0,4.117583985E1
1.769491225E1,5.108800888E0,-4.079795456E1,3.382331848E0,4.125546160E1
1.770493625E1,4.650827408E0,-4.062221146E1,3.896156311E0,4.107279261E1
1.771496125E1,3.990514755E0,-4.080436707E1,4.475563049E0,4.124259017E1
1.772498525E1,3.515993118E0,-4.089907455E1,5.133018494E0,4.136960703E1
1.773501025E1,2.724584579E0,-4.108261108E1,5.908943176E0,4.159471005E1
1.774503525E1,2.091825485E0,-4.095663071E1,6.463363647E0,4.151621855E1
1.775505925E1,9.992904663E-1,-4.096914673E1,7.247459412E0,4.161724682E1
1.776508425E1,4.429092407E-1,-4.080904388E1,7.627067566E0,4.151802489E1
1.777510825E1,-5.953140259E-1,-4.077975082E1,8.164642334E0,4.159331509E1
1.778513325E1,-1.714513779E0,-4.071183777E1,8.875335693E0,4.170329574E1
1.779515725E1,-2.660390854E0,-4.048606491E1,9.668449402E0,4.170944791E1
1.780518225E1,-3.866132736E0,-4.019385910E1,1.070810699E1,4.177507447E1
1.781520625E1,-5.011657715E0,-3.978227615E1,1.179693604E1,4.179609921E1
1.782523125E1,-6.441596985E0,-3.919227600E1,1.318394470E1,4.184907487E1
1.783525625E1,-7.754619598E0,-3.888869476E1,1.424884415E1,4.213661430E1
1.784528025E1,-9.104078293E0,-3.810511780E1,1.517979050E1,4.201559572E1
1.785530525E1,-1.071394730E1,-3.739323425E1,1.678112411E1,4.236329497E1
1.786532925E1,-1.235008621E1,-3.629831696E1,1.807923508E1,4.239046101E1
1.787535425E1,-1.419044209E1,-3.494505692E1,1.956626892E1,4.248958142E1
1.788537825E1,-1.606501389E1,-3.333007812E1,2.078392792E1,4.243760642E1
1.789540325E1,-1.778420639E1,-3.158287811E1,2.238011169E1,4.259842234E1
1.790542825E1,-1.908464050E1,-2.925113106E1,2.411552429E1,4.244302868E1
1.791545225E1,-2.041783142E1,-2.688113785E1,2.624887085E1,4.276080720E1
1.792547725E1,-2.178505707E1,-2.443917465E1,2.773869705E1,4.291034005E1
1.793550125E1,-2.284763527E1,-2.223563385E1,2.921051788E1,4.323993762E1
1.794552625E1,-2.350062180E1,-1.979990196E1,3.002487946E1,4.296287617E1
1.795555025E1,-2.384836197E1,-1.788544273E1,3.111940002E1,4.309350866E1
1.796557525E1,-2.445391083E1,-1.614664268E1,3.161325073E1,4.310574726E1
1.797560025E1,-2.485966301E1,-1.454257965E1,3.195947266E1,4.302205667E1
1.798562425E1,-2.494505882E1,-1.352171230E1,3.251259613E1,4.315277014E1
1.799564925E1,-2.529181099E1,-1.256345463E1,3.323460770E1,4.361255833E1
1.800567325E1,-2.575851059E1,-1.208206654E1,3.302406693E1,4.358974875E1
1.801569825E1,-2.632803154E1,-1.194226456E1,3.284088135E1,4.375278751E1
1.802572225E1,-2.700922203E1,-1.197587395E1,3.222519684E1,4.371936576E1
1.803574725E1,-2.755863953E1,-1.218000603E1,3.203956604E1,4.398141598E1
1.804577125E1,-2.804214096E1,-1.262720490E1,3.123035431E1,4.383084534E1
1.805579625E1,-2.850304794E1,-1.334609604E1,3.066694260E1,4.394318366E1
1.806582125E1,-2.870854378E1,-1.415916729E1,2.999977112E1,4.387081913E1
1.807584525E1,-2.915874863E1,-1.525203323E1,2.929112625E1,4.405482058E1
1.808587025E1,-2.922041512E1,-1.637756920E1,2.802618790E1,4.367521769E1
1.809589425E1,-2.933897018E1,-1.768130875E1,2.751488113E1,4.393714299E1
1.810591925E1,-2.899815178E1,-1.955573654E1,2.639470291E1,4.381780437E1
1.811594325E1,-2.854434204E1,-2.131710243E1,2.561060333E1,4.387597659E1
1.812596825E1,-2.798551750E1,-2.299917603E1,2.447159195E1,4.371510151E1
1.813599325E1,-2.736763954E1,-2.494533539E1,2.290927124E1,4.354414037E1
1.814601725E1,-2.630751419E1,-2.680401993E1,2.117971039E1,4.311752450E1
1.815604225E1,-2.509986305E1,-2.895432663E1,1.962918472E1,4.305416413E1
1.816606625E1,-2.348885155E1,-3.098610306E1,1.813548279E1,4.290408449E1
1.817609058E1,-2.208503723E1,-3.278672791E1,1.653390121E1,4.284960076E1
1.818611458E1,-2.007305527E1,-3.464803696E1,1.486624527E1,4.271322115E1
1.819613958E1,-1.820555878E1,-3.640704346E1,1.271966553E1,4.264627856E1
1.820616358E1,-1.589452744E1,-3.779121399E1,1.070282745E1,4.237171666E1
1.821618858E1,-1.375830173E1,-3.894838715E1,8.301849365E0,4.213298507E1
1.822621358E1,-1.126696396E1,-4.000613403E1,6.740089417E0,4.210539208E1
1.823623758E1,-8.953134537E0,-4.084133911E1,4.655258179E0,4.206952611E1
1.824626258E1,-6.889108658E0,-4.141355896E1,2.956062317E0,4.208658917E1
1.825628658E1,-4.739622116E0,-4.153725052E1,1.328506470E0,4.182788696E1
1.826631158E1,-2.802240372E0,-4.177598190E1,-1.422576904E-1,4.187010213E1
1.827633558E1,-6.766910553E-1,-4.166601944E1,-1.557449341E0,4.170060833E1
1.828636058E1,1.204732895E0,-4.145344162E1,-3.184371948E0,4.159302139E1
1.829638558E1,3.089822769E0,-4.096211624E1,-4.780799866E0,4.135574953E1
1.830640958E1,4.794141769E0,-4.059983444E1,-5.937004089E0,4.131075368E1
1.831643458E1,6.617574692E0,-4.006963730E1,-7.479698181E0,4.129544785E1
1.832645858E1,8.188917160E0,-3.946930695E1,-8.954933167E0,4.129255845E1
1.833648358E1,9.818109512E0,-3.836994171E1,-1.078597260E1,4.104856765E1
1.834650758E1,1.120055962E1,-3.761260986E1,-1.221306610E1,4.110133745E1
1.835653258E1,1.260946846E1,-3.634123611E1,-1.379985046E1,4.086710181E1
1.836655658E1,1.365124702E1,-3.545361328E1,-1.526209259E1,4.094199202E1
1.837658158E1,1.401790428E1,-3.482355499E1,-1.668966675E1,4.108194979E1
1.838660658E1,1.461509514E1,-3.440565491E1,-1.793162537E1,4.145953791E1
1.839663058E1,1.445764732E1,-3.398239899E1,-1.855042267E1,4.132729350E1
1.840665558E1,1.419906807E1,-3.379492569E1,-1.946228790E1,4.150290576E1
1.841667958E1,1.371553230E1,-3.371177673E1,-1.958823395E1,4.133156936E1
1.842670458E1,1.335173607E1,-3.378848648E1,-1.976985168E1,4.136154869E1
1.843672858E1,1.348198128E1,-3.396142578E1,-1.915748596E1,4.125713912E1
1.844675358E1,1.322386360E1,-3.416194534E1,-1.890477753E1,4.122256289E1
1.845677858E1,1.290764809E1,-3.432526016E1,-1.899680328E1,4.130023486E1
1.846680258E1,1.275977516E1,-3.425157547E1,-1.886294556E1,4.113141135E1
1.847682758E1,1.210247231E1,-3.415218353E1,-1.910063934E1,4.095944213E1
1.848685158E1,1.182555962E1,-3.429977417E1,-1.965686798E1,4.126391677E1
1.849687658E1,1.149842262E1,-3.431456757E1,-1.964025116E1,4.117575422E1
1.850690058E1,1.136019707E1,-3.453657532E1,-1.992864990E1,4.146058609E1
1.851692558E1,1.103787422E1,-3.444122696E1,-2.022454834E1,4.143748469E1
1.852694958E1,1.108849144E1,-3.436194229E1,-2.009507751E1,4.132202634E1
1.853697458E1,1.104926872E1,-3.462097931E1,-1.998159790E1,4.147243425E1
1.854699958E1,1.072719383E1,-3.476172638E1,-1.963991547E1,4.134218896E1
1.855702358E1,1.051665306E1,-3.499597931E1,-1.973781586E1,4.153191465E1
1.856704858E1,9.948221207E0,-3.522619629E1,-1.907635498E1,4.127661965E1
1.857707258E1,9.732854843E0,-3.551727295E1,-1.853955078E1,4.123008712E1
1.858709758E1,9.555479050E0,-3.604559708E1,-1.821456909E1,4.150135872E1
1.859712158E1,9.323965073E0,-3.632756805E1,-1.706050110E1,4.120302444E1
1.860714658E1,9.415666580E0,-3.654467392E1,-1.625099182E1,4.108847410E1
1.861717158E1,9.469526291E0,-3.670111465E1,-1.591363525E1,4.110824166E1
1.862719558E1,9.421682358E0,-3.693758774E1,-1.535489655E1,4.109654893E1
1.863722058E1,9.236349106E0,-3.731879044E1,-1.479742432E1,4.119424754E1
1.864724458E1,8.996400833E0,-3.770233536E1,-1.374768829E1,4.112663678E1
1.865726958E1,8.824560165E0,-3.800209808E1,-1.317233276E1,4.117696773E1
1.866729358E1,8.418134689E0,-3.850174332E1,-1.225300598E1,4.127208967E1
1.867731858E1,8.147115707E0,-3.892426682E1,-1.148348236E1,4.139256465E1
1.868734258E1,7.808618546E0,-3.916488266E1,-1.076881409E1,4.136217976E1
1.869736758E1,7.567949295E0,-3.937174606E1,-1.015393829E1,4.135832090E1
1.870739258E1,7.595327377E0,-3.960223007E1,-9.230964661E0,4.136709239E1
1.871741658E1,7.389101028E0,-3.967116928E1,-8.269104004E0,4.119197212E1
1.872744158E1,7.116552353E0,-3.990370560E1,-7.523887634E0,4.122571919E1
1.873746558E1,6.786558151E0,-4.003943634E1,-6.359443665E0,4.110542978E1
1.874749058E1,6.609796524E0,-4.037669373E1,-5.308784485E0,4.125712059E1
1.875751458E1,6.418344498E0,-4.059163284E1,-4.602790833E0,4.135288970E1
1.876753958E1,6.166177750E0,-4.079973602E1,-3.555976868E0,4.141600149E1
1.877756458E1,5.727544785E0,-4.067283249E1,-2.864990234E0,4.117392671E1
1.878758858E1,5.476308823E0,-4.080518341E1,-1.825393677E0,4.121146702E1
1.879761358E1,5.356992722E0,-4.086349106E1,-1.283554077E0,4.123311513E1
1.880763758E1,5.003480911E0,-4.086555862E1,-1.212318420E0,4.118857146E1
1.881766258E1,4.828279495E0,-4.100337219E1,-7.706527710E-1,4.129385814E1
1.882768658E1,4.404813766E0,-4.107297516E1,-1.313171387E-1,4.130870268E1
1.883771158E1,4.133031845E0,-4.106777573E1,-8.827209473E-3,4.127522542E1
1.884773558E1,3.803094864E0,-4.127663422E1,1.938247681E-1,4.145191951E1
1.885776058E1,3.419633865E0,-4.115072632E1,1.911239624E-1,4.129301031E1
1.886778558E1,3.114805222E0,-4.136062241E1,3.341598511E-1,4.147908823E1
1.887780958E1,2.697370529E0,-4.156091309E1,4.079818726E-1,4.165035118E1
1.888783458E1,2.031158447E0,-4.165859222E1,6.857147217E-1,4.171371615E1
1.889785858E1,1.345296860E0,-4.141561127E1,1.075119019E0,4.145139999E1
1.890788358E1,9.544582367E-1,-4.153578186E1,1.284713745E0,4.156660504E1
1.891790758E1,5.143547058E-1,-4.175375366E1,1.765785217E0,4.179424007E1
1.892793258E1,-3.142738342E-1,-4.174159622E1,1.968086243E0,4.178914915E1
1.893795758E1,-9.518623352E-1,-4.160442352E1,2.410133362E0,4.168504338E1
1.894798158E1,-1.589166641E0,-4.181087494E1,2.613571167E0,4.192261285E1
1.895800658E1,-2.490644455E0,-4.178531647E1,3.347373962E0,4.199310532E1
1.896803058E1,-3.320772171E0,-4.141003418E1,3.477676392E0,4.168828003E1
1.897805558E1,-4.552082062E0,-4.150173950E1,3.989410400E0,4.194080624E1
1.898807958E1,-5.599348068E0,-4.141974258E1,4.307678223E0,4.201789935E1
1.899810458E1,-6.396007538E0,-4.105043030E1,4.658866882E0,4.180612133E1
1.900812958E1,-7.619047165E0,-4.118725204E1,5.352783203E0,4.222667283E1
1.901815358E1,-8.883850098E0,-4.082188797E1,5.421989441E0,4.212774976E1
1.902817858E1,-1.007818985E1,-4.043051529E1,6.237754822E0,4.213200758E1
1.903820258E1,-1.147172165E1,-4.031609344E1,6.786582947E0,4.246228322E1
1.904822758E1,-1.289997101E1,-3.966245270E1,7.717086792E0,4.241547871E1
1.905825158E1,-1.456464195E1,-3.902293396E1,8.669944763E0,4.254510680E1
1.906827658E1,-1.597202492E1,-3.827943802E1,9.770111084E0,4.261309688E1
1.907830058E1,-1.740966415E1,-3.744963455E1,1.110396576E1,4.276528487E1
1.908832558E1,-2.075967789E1,-3.528794098E1,1.325793457E1,4.303458880E1
1.909835058E1,-2.231392670E1,-3.360778046E1,1.444193649E1,4.284814770E1
1.910837458E1,-2.373501778E1,-3.220273590E1,1.600722504E1,4.308826432E1
1.911839958E1,-2.504218292E1,-3.072964096E1,1.751779556E1,4.333929995E1
1.912842358E1,-2.641291809E1,-2.917403030E1,1.924534607E1,4.380810007E1
1.913844858E1,-2.767378998E1,-2.741522217E1,1.974367142E1,4.367202330E1
1.914847258E1,-2.845171165E1,-2.559778786E1,2.116270447E1,4.373335912E1
1.915849758E1,-2.948331070E1,-2.374381065E1,2.200941467E1,4.378867991E1
1.916852258E1,-3.025351715E1,-2.170536804E1,2.292609787E1,4.372647099E1
1.917854700E1,-3.136675644E1,-1.964471436E1,2.392580795E1,4.407076693E1
1.918857200E1,-3.252956390E1,-1.733390999E1,2.476757431E1,4.440799140E1
1.919859600E1,-3.342361832E1,-1.487687397E1,2.529135895E1,4.447597641E1
1.920862100E1,-3.417287827E1,-1.220439243E1,2.579985428E1,4.452376090E1
1.921864500E1,-3.508768463E1,-9.424811363E0,2.618611526E1,4.478487819E1
1.922867000E1,-3.559238815E1,-6.942763329E0,2.681070328E1,4.509804727E1
1.923869400E1,-3.594385147E1,-4.747931480E0,2.686552048E1,4.512493216E1
1.924871900E1,-3.624601364E1,-2.466443062E0,2.709379959E1,4.532031358E1
1.925874400E1,-3.652413177E1,-8.804082870E-1,2.728304672E1,4.559771879E1
1.926876800E1,-3.687328339E1,7.958765030E-1,2.703262711E1,4.572784027E1
1.927879300E1,-3.731866074E1,1.820487022E0,2.694483948E1,4.606539902E1
1.928881700E1,-3.778166199E1,2.609553337E0,2.567795181E1,4.575610299E1
1.929884200E1,-3.864805222E1,3.247714043E0,2.444678879E1,4.584610200E1
1.930886600E1,-3.933152771E1,3.891404152E0,2.324087906E1,4.585030597E1
1.931889100E1,-4.025567245E1,4.598505974E0,2.211236954E1,4.615866450E1
1.932891600E1,-4.100426102E1,4.749617577E0,2.083464050E1,4.623840972E1
1.933894000E1,-4.173485184E1,5.224560738E0,1.943090820E1,4.633199851E1
1.934896500E1,-4.201506042E1,5.288725853E0,1.814481735E1,4.607027589E1
1.935898900E1,-4.241932297E1,5.287730217E0,1.674837112E1,4.591151258E1
1.936901400E1,-4.307454681E1,4.816325188E0,1.554746628E1,4.604712021E1
1.937903800E1,-4.369278717E1,4.051159859E0,1.405278778E1,4.607550750E1
1.938906300E1,-4.424874115E1,3.221947670E0,1.313594818E1,4.626970040E1
1.939908700E1,-4.477820587E1,1.939234734E0,1.180657196E1,4.634914771E1
1.940911200E1,-4.519803619E1,-3.558731079E-2,1.069468689E1,4.644609854E1
1.941913700E1,-4.530460358E1,-1.722577095E0,9.356269836E0,4.629270096E1
1.942916100E1,-4.541274261E1,-3.477392197E0,8.418678284E0,4.631720622E1
1.943918600E1,-4.533676910E1,-5.548077583E0,7.892379761E0,4.635184415E1
1.944921000E1,-4.489772034E1,-7.499926567E0,7.361816406E0,4.611128420E1
1.945923500E1,-4.447951508E1,-9.779775620E0,7.090446472E0,4.609062490E1
1.946925900E1,-4.388039398E1,-1.156227875E1,6.795608521E0,4.588415370E1
1.947928400E1,-4.318283463E1,-1.366587448E1,6.917488098E0,4.581882772E1
1.948930900E1,-4.229579544E1,-1.586704540E1,6.933364868E0,4.570305231E1
1.949933300E1,-4.110956192E1,-1.808366394E1,7.150672913E0,4.547688540E1
1.950935800E1,-4.007857513E1,-1.980246544E1,7.074127197E0,4.526006074E1
1.951938200E1,-3.897719955E1,-2.192575455E1,6.507606506E0,4.519192118E1
1.952940700E1,-3.764576721E1,-2.411584091E1,6.725463867E0,4.521072258E1
1.953943100E1,-3.595865631E1,-2.608466339E1,6.276748657E0,4.486459853E1
1.954945600E1,-3.424201202E1,-2.828693962E1,5.885978699E0,4.480302541E1
1.955948000E1,-3.207730865E1,-3.026851273E1,5.109146118E0,4.439864826E1
1.956950500E1,-3.038630486E1,-3.178277969E1,4.495033264E0,4.420042909E1
1.957953000E1,-2.853178787E1,-3.353945541E1,3.877334595E0,4.420397847E1
1.958955400E1,-2.636426163E1,-3.497534943E1,3.034576416E0,4.390396352E1
1.959957900E1,-2.428286171E1,-3.636867523E1,2.280654907E0,4.378971680E1
1.960960300E1,-2.211978531E1,-3.784429550E1,1.276054382E0,4.385320876E1
1.961962800E1,-1.968955421E1,-3.872313690E1,7.118530273E-1,4.344728543E1
1.962965200E1,-1.724824905E1,-3.963669205E1,-4.207382202E-1,4.322900036E1
1.963967700E1,-1.496369171E1,-4.035938644E1,-1.529045105E0,4.307122151E1
1.964970200E1,-1.255802917E1,-4.097507477E1,-2.244224548E0,4.291500196E1
1.965972600E1,-1.053778267E1,-4.140867615E1,-3.306999207E0,4.285626638E1
1.966975100E1,-8.658155441E0,-4.159739304E1,-4.680191040E0,4.274588812E1
1.967977500E1,-7.429342270E0,-4.161650085E1,-5.371002197E0,4.261426914E1
1.968980000E1,-5.882038116E0,-4.189876938E1,-6.489028931E0,4.280435427E1
1.969982400E1,-4.588619232E0,-4.183587646E1,-6.859466553E0,4.264209502E1
1.970984900E1,-3.291452408E0,-4.185944748E1,-7.599342346E0,4.267079805E1
1.971987400E1,-2.272884369E0,-4.176898956E1,-8.201759338E0,4.262726063E1
1.972989800E1,-9.874286652E-1,-4.155185699E1,-9.371513367E0,4.260700761E1
1.973992300E1,-2.000007629E-1,-4.122033310E1,-1.031628418E1,4.249213551E1
1.974994700E1,9.117107391E-1,-4.081630325E1,-1.110372925E1,4.230950994E1
